target,source,cosine_similarity,dialect
-شكراً، هل استمتعتِ بها؟,- شكرا، هل استمتعتِ بيها؟,0.99172544,Egyptian
فالمبدأ هام جدا,المبدأ ده مهم جدا,0.9917244,Egyptian
انه بحاجة للعودة الى لوس أنجلوس,هو محتاج يرجع لوس انجلوس,0.9916817,Egyptian
هل سمعت أخبار  ديترويت  ؟,سمعت خبر ديترويت ؟,0.9916544,Egyptian
إنه مختلف، إنه خطير,هو مختلف، هو خطير,0.9916434,Egyptian
في الحقيقة عليّ العودة,في الحقيقة لازم أرجع,0.99149644,Egyptian
إنهُ حوالي بطول 6 أميال و عرضهُ ألف قدم,هو حوالى طوله 6 ميل و عرضه ألف قدم,0.99142885,Egyptian
"انت تضحك, تلك مشكله",انت بتضحك، دى مشكله,0.9913988,Egyptian
ياللهي,يا إلهي. يااااااااه,0.99135333,Egyptian
أنا أمريكي متطور أيها الأستاذ,أنا أمريكاني متطور يا أستاذ,0.9913397,Egyptian
إنه بمفرده ، يجب أن تدافع عنه,هو لوحده، لازم تدافع عنه,0.99128485,Egyptian
- المستشفى أرسلت متعلقاتها,- مستشفى أرسل متعلقاتها,0.99116325,Egyptian
وقت الرحلة: أربع ساعات و 59 دقيقة.,وقت السفر: أربع ساعات و 59 دقيقة.,0.991162,Egyptian
أجل، أعلم أن الوقت متأخر.,آه، أعرف إن الوقت متأخر,0.9911449,Egyptian
أن من السهل عليك أن تقول.,هو سهل عليك تقوله,0.9910673,Egyptian
أنّكِ كنتِ تنتقلين لشيء أفضل,إنّك كنت بتنتقلي لشيء أحسن,0.9910569,Egyptian
يجب أن أقول لهم الحقيقة.,لازم أقولهم الحقيقة.,0.9910317,Egyptian
لكن أعرف أنّ هذا مستحيل,لكن انا عارف ان ده مستحيل,0.99096775,Egyptian
لقد فعلوا الصواب ، لأنهم,عملوا الصواب لانهم,0.9909614,Egyptian
ربما كانت أمك التفكير لها.,ممكن أمك كانت بتفكر فيها.,0.9908988,Egyptian
لكنني أتخذت قراري,لكن انا خديت قرارى,0.9908894,Egyptian
"ولد مسكين ,لو كان السباق مهما",ولد مسكين لو كان السباق مهم,0.9908685,Egyptian
"اوه, من الجميل مقابلتكِ",من الجميل اني التقيتك,0.99080324,Egyptian
في كل الافلام السيئة قالوا... ...,في كل الأفلام السيئة قالوا...,0.99079555,Egyptian
طبعا انا اعرف من هو,اكيد انا بعرفه مين هو,0.99079275,Egyptian
إنجليزيتي ليست جيدة,إنجليزيتي مش كويسة,0.9907874,Egyptian
- الجميع يعرف اسمه الأخير .,- الكل يعرف اسمه الاخير.,0.99076223,Egyptian
إن كانت لديك معلومات .. عن الشخص المفقود فضلا ً إتصل بالرقم الموجود على لوحة الإعلانات,لو عندك أى معلومات عن الشخص المفقود، لو سمحت اتصل بالرقم الموجود على لوحة الإعلانات,0.9907191,Egyptian
كان مشغولا بعنكبوت صغير,كان مشغول فى عنكبوت صغير,0.99068815,Egyptian
سمعتك طولا الليل تشاهد الأخبار.,سمعتك طول الليل بتتفرج على الأخبار.,0.9906806,Egyptian
وبعض قادة الحكومة أظهروا الأمل بان هذه يمكن أن تكون علامة بأن الاتحاد السوفييتي قد يغير موقفه تجاه حقوق الانسان,وبعض قادة الحكومة عبروا عن آمالهم بأن هذا يُمكن أن يكون إشارة بأن الإتحاد السوفييتى يمكن أن يُغير موقفه تجاه حقوق الإنسان,0.9906536,Egyptian
"يا إلهي , هل أنت جاد ؟","يا ربي, إنت جاد ؟؟",0.9906367,Egyptian
هل استمتعتِ بإقامتكِ هنا؟,استمتعتى باقامتك هنا؟,0.9905716,Egyptian
اسمُ الشخص المفقود؟,اسم الشخص المفقود إيه؟,0.99054813,Egyptian
لكن طوال الوقت كنت أفكر،,لكن طول الوقت كنت بفكر,0.9905425,Egyptian
لقد كنت... ، لقد كنت أفكر,كنت... ، كنت مفكر,0.9905318,Egyptian
مثلاً، النجاة في البريّة؟,مثلاً النجاة في البرية؟,0.9904984,Egyptian
"-أو صففتُ شعري, أو ... -هيلين)؟",و - أو صففت شعري أو... -هيلين)؟,0.9904521,Egyptian
لكنني كنت بالبيت ، إيزابيل كلمتني هناك,لكن كنت بالبيت، إيزابيل كلّمتني هناك,0.990333,Egyptian
انه نوع من تبادل للروح,إنه نوع من تبادل الروح,0.99031854,Egyptian
"شكراً جزيلاً, شكراً لك, شكراً",شكرًا لك شكرا لك,0.99031144,Egyptian
في اللحظات الأخيرة من حياته,في آخر لحظات حياته,0.9902438,Egyptian
انا متأكّدة من أنّها ابنتك,أنا متأكدة إنها بنتك,0.9901664,Egyptian
ذلك كان مفتاح خطتك,كان ده مفتاح خطتك,0.9901658,Egyptian
انه الوقت للذهاب ، للذهاب ، للذهاب,حان الوقت للذهاب، للذهاب، للذهاب,0.9901517,Egyptian
تعال جاك، اجلس,تعالي يا جاك، اقعد,0.99013925,Egyptian
"كنت اعلم , كنت اعلم",كنت عارف، كنت عارف,0.99009144,Egyptian
اسأله عن البدائل.,أسأله عن البدائل,0.99007416,Egyptian
"صحيح , كنتً مختلفاً في ذاك الوقت",صح، كنت مختلفة وقتها,0.9900613,Egyptian
كيف علمت أني هنا ؟,ازاى عرفت انى هنا ؟,0.98996353,Egyptian
-ولكن هل يمكنني الوثوق بك؟,- بس هل ممكن أثق فيك؟,0.9899442,Egyptian
يإلهي، يإلهي.,يا إلهي يا إلهي,0.98994124,Egyptian
إنفجار المنجم بعد الحرب العالمية الثانية و إنهيار البناية عام 1953,إنفجار المنجم بعد الحرب العالمية الثانية وإنهيار العمارة سنة 1953,0.9898709,Egyptian
انا أعلم انك قادر على ذلك,أنا عارف انك قادر عليه,0.98986834,Egyptian
! و أشهد بنفسك ، انهيار أمبراطورية بريطانيا,و أشهد بنفسك، انهيار إمبراطورية بريطانيا,0.9898071,Egyptian
أنا أتّفق مع زميلنا الأفريقي,أنا موافق مع زميلنا الأفريقى,0.98980296,Egyptian
الشوكولاته هي رمزاً للحب.,الشوكولاتة رمز للحب.,0.9897818,Egyptian
-لأنني اكتشفت الحقيقة,- لأني اكتشفت الحقيقه,0.98976666,Egyptian
حسنا، أذا لدينا مشكلة,تمام، إذا عندنا مشكلة,0.98971295,Egyptian
هل تعرفين أن لديّ أخ صغير؟,إنتي عارفه إن عندي أخ صغير؟,0.9897047,Egyptian
نحن بحاجة لبعض الفلسفة الشرقية هنا,بنحتاج شوية من الفلسفة الشرقية هنا,0.9896991,Egyptian
لقد مات بنوبة قلبية,مات بنوبة قلبية,0.989648,Egyptian
حصل على شهادة البكالوريوس في الهندسة الكهربائيّة من مدرسة في (دمشق),خد شهادة البكالوريوس في الهندسة الكهربائية من مدرسة في (دمشق),0.9896387,Egyptian
-توم ثورن)، أنا ضابط شرطة),أنا ضابط شرطة، توم ثورن),0.9895758,Egyptian
♪ بأنّـــها تٌحبــك ♪,♪ إنها بتحبك ♪,0.9895325,Egyptian
دعني أساعدك- أحتاج مساعدتك-,خلينى أساعدك - محتاج مساعدتك,0.98939085,Egyptian
-لكن يمكنني أن أسألها,-بس يمكن اسألها,0.98938596,Egyptian
إنها بيئة غنية بالأهداف - أنا في طريقي -,ده بيئة غنية بالأهداف - أنا في طريقي,0.9893795,Egyptian
وقالت انها تعمل على مشروع جديد,وقالت إنها بتشتغل على مشروع جديد,0.98937815,Egyptian
حقيقة ان رشاش الدم انتقل لهذا البعد.. يخبرنا أنه كان سلاحاً طويلاً.,حقيقة ان رشاش الدم انتقل لهذا البعد.. بتقولنا انه كان سلاح طويل,0.9893704,Egyptian
شكرا لك كثيرا لجهودك,شكرا جزيلا على مجهودك,0.9893555,Egyptian
-ربّما مشاعري هي التي تنيرني,-يمكن يكون مشاعري هي اللي بتنورني,0.98929644,Egyptian
ة ذلك كان فيلم ذكي,و ده كان فيلم ذكي,0.98914766,Egyptian
موضوع قصتك في الحب حقيقة هي ثاني أسوأ قصة,موضوع قصتك فى الحب حقيقى هو ثانى أسوأ قصة,0.98910105,Egyptian
كان هذا مضحكاً ، أليس كذلك ؟,ده كان مضحك كده، مش كده؟,0.9890712,Egyptian
مساء الخير أيها الطلبة هل هذا يوم جيد؟,مساء الخير يا طلبة، هل هذا يوم طيب؟,0.9890573,Egyptian
هل استطيع استخدام هاتفك ؟,بإمكاني استخدام تليفونك ؟,0.989031,Egyptian
مولاي، مولاي,مولاي يا مولاي,0.98900473,Egyptian
هذا كله جزء من عملية التحقيق,كل ده جزء من عملية التحقيق,0.9888835,Egyptian
' .أنا و أخواتكِ قدّ إفتقدناكِ ',أنا وأخواتك قد أفتقدناكِ,0.9888532,Egyptian
يمكنك أختيار أن تكون سعيداً,انت تقدر تختار انك تكون سعيد,0.98882294,Egyptian
هذا ما قاله الأشباح هي أرواح البشر,ده اللي قالو الأشباح هى أرواح البشر,0.98881394,Egyptian
-عزيزتي، ألديكِ قلم؟ -لا .,- ياحبيبتي، معاك قلم؟ -لا.,0.9887113,Egyptian
هم، اه، لديها الحروف اليونانية فوق الباب.,هما، آه، عليها الحروف اليونانية فوق الباب.,0.98866355,Egyptian
يجب أن تثبت أنك لست شرطيا,لازم تثبت إنك مش شرطي,0.9886192,Egyptian
يسكن في 1242 شارع ريناسلير,يعيش في 1242 شارع رينسيلير,0.9885617,Egyptian
آسفة ، أبي,آسفة يا بابا,0.9885277,Egyptian
"لا,انا لست محرج انا فقط--ـ",لا، أنا مش محرج أنا بس--ـ,0.98851657,Egyptian
لكنّي أعرف أنّ أمّي ماتت هنا,بس أنا عارف إن أمي ماتت هنا,0.9885057,Egyptian
أنا آسف بشأن حصانك,أنا أسف على حصانك,0.9884833,Egyptian
هذه المشاهدات عبارة عن رصد للحركة الظاهرية لكوكب المريخ من خلال أبراج النجوم خلال عهود كبيرة من السنوات,والمشاهدات دى عبارة عن رصد للحركة الظاهرية لكوكب المريخ من خلال أبراج النجوم خلال عهود كبيرة من السنين,0.9884777,Egyptian
-اتسأل ان كان الرب طفلاً,-بتسأل إن كان الرب طفل,0.9883725,Egyptian
لقد نسيت أن أبلغك,نسيت أقولك,0.9883457,Egyptian
حقيقة أن فلسفتي لا يزال سليما.,ان فلسفتي لا تزال سليمة,0.98832107,Egyptian
أخي روجر و إبنه ديفيد,اخويا روجر و ابنه ديفيد,0.98831785,Egyptian
هذا صوت الموت,ده صوت الموت,0.9882778,Egyptian
لديه الحق في محبتي,عنده الحق في حبي,0.9882222,Egyptian
إذا كنت ثق بهم فأنا أثق بهم,لو أنت تثق بيهم فـ أنا بثق بيهم,0.9882207,Egyptian
-لستُ ملزمًا بإخبارك أسبابي,-أنا مش ملزم أقولك أسبابي,0.98817205,Egyptian
بالطبع - شكراً -,طبعا - شكرا,0.98815787,Egyptian
وعلينا جميعا أن نفتح قلوبنا.,وعلينا كلنا اننا نفتح قلوبنا,0.9880785,Egyptian
أنا مدمن كحول ومخدرات,أنا مدمن مخدرات وكحول,0.9880564,Egyptian
جون مرحباً - جون مرحباً -,جون اهلا - جون اهلا -,0.98801935,Egyptian
