,src_lang,src_text,HARM_CATEGORY_SEXUALLY_EXPLICIT,HARM_CATEGORY_HATE_SPEECH,HARM_CATEGORY_HARASSMENT,HARM_CATEGORY_DANGEROUS_CONTENT
181,Modern Standard Arabic,قلت لك أن تترك الاشياء الثقيلة لي!,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
182,Modern Standard Arabic,لهذا عليك العودة عليك العودة اليه أنت ايضاَ,NEGLIGIBLE,MEDIUM,MEDIUM,MEDIUM
183,Modern Standard Arabic,"نعم, أريد أن أبفى معها لفترة أطول",MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
184,Modern Standard Arabic,أنا مستعدة للعودة ان كنت ستسقبلني,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
185,Modern Standard Arabic,"اذا من أجل المشاعر التي كنت تكنها لي سابقا , اعطيه له.",HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
186,Modern Standard Arabic,ليس لدي الوقت لذلك الآن.,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
187,Modern Standard Arabic,إذا رأيت مسدسا آخر,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
188,Modern Standard Arabic,سيكون عليك الإنتظار هنا,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
189,Modern Standard Arabic,هل تحاول لقتل نفسك؟,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
190,Modern Standard Arabic,"حسنا , مورت , ستحتاج للوصول إلى قاع المعدة",NEGLIGIBLE,NEGLIGIBLE,MEDIUM,LOW
191,Modern Standard Arabic,انها سوف تقتل تلك، إخراج الخلايا الأخرى.,NEGLIGIBLE,NEGLIGIBLE,HIGH,HIGH
192,Modern Standard Arabic,لن أفعل ذلك بأحد رجالي.,NEGLIGIBLE,MEDIUM,LOW,NEGLIGIBLE
193,Modern Standard Arabic,آسفة ولكن يجب علي أن آخذ إبني إلى غداء الأم العزباء المهووسة,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
194,Modern Standard Arabic,لو هذا سيحدث، سأراهن على أنّ جدّتي ستأكل جدّتكَ.,MEDIUM,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
195,Modern Standard Arabic,' يَجْعلُ هم حَصلوا على لا شيءِ إلى إفقدْ.,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
196,Modern Standard Arabic,-اذهب للبيت و لا تعد,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
197,Modern Standard Arabic,"أنا صيني, لا أريد خدمة اليابانيين.",NEGLIGIBLE,MEDIUM,LOW,NEGLIGIBLE
198,Modern Standard Arabic,إنك تسبب لي صداعًا.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
199,Modern Standard Arabic,وإلّا سينتهي بكَ الحال تمامًا كالكلبْ.,NEGLIGIBLE,NEGLIGIBLE,HIGH,LOW
200,Modern Standard Arabic,وهذا كان من الأشياء التي تُعجبني فيك,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
201,Modern Standard Arabic,أعتقد أنك ربما اخترت ذلك الطريق و أنك قمت بذلك كي تتحدى والدك,,NEGLIGIBLE,MEDIUM,MEDIUM
202,Modern Standard Arabic,يبدو أنها كانت جائعة وليست شريرة,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
203,Modern Standard Arabic,اعتقد انني خدعتك مثل الجميع ايضا,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
204,Modern Standard Arabic,حسنا أنظر من حصل على المسدس الآن,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
205,Modern Standard Arabic,لأنهم لا يعملوا أو يشتروا شيئاً.,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
206,Modern Standard Arabic,تعني أعطيها بعض المال بعد أن تنتهي,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
207,Modern Standard Arabic,إنه شيء أفعله الآن عندما يموت صديق.,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
208,Modern Standard Arabic,كنا مجنونان ببعضنا.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
209,Modern Standard Arabic,سأرحل بعيداً لأتركك يا حبي,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
210,Modern Standard Arabic,لأنني سأعلمك كيف تحارب,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
211,Modern Standard Arabic,انت كنت افكر فيك للتو.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
212,Modern Standard Arabic,...إنهم يراقبوني، وإذا رأونا معاً لحظه، أنـتـظري لـحـظـه,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
213,Modern Standard Arabic,،هل تحاولينَ قتلَ نفسكِ؟,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
214,Modern Standard Arabic,- لم يكن أخوك أحمقا,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
215,Modern Standard Arabic,هل تعرف كيف نخرج من هنا؟,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
216,Modern Standard Arabic,حسنا ، وماذا حدث للنار الحمقاء,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
217,Modern Standard Arabic,كيف تشعر، بمعرفتك أنك ستموت؟,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
218,Modern Standard Arabic,لقد كذبت علي أين ستذهب بحق الجحيم؟,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
219,Modern Standard Arabic,كل شئ على ما يرام - هيا الآن أسرعوا -,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
220,Modern Standard Arabic,رجل غني يتزوّج امرأة في نصف عمره، وينال ما يستحقّه، ولكن...,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
221,Modern Standard Arabic,والفتاة في رؤيتك كانت ملطخة بالطين، صح؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
222,Modern Standard Arabic,والفتاة في رؤيتك كانت ملطخة بالطين، صح؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
223,Modern Standard Arabic,؟ يجب عليك بان تخجلي لنفسك,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
224,Modern Standard Arabic,اسمعي الليلة سآخذ مفتاح والدتي,LOW,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
225,Modern Standard Arabic,- سأراك غداً، حسناً؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
226,Modern Standard Arabic,(زاك)، أخرج شقيقتك من المطبخ... الآن.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
227,Modern Standard Arabic,في كلتا الحالتين ستذهب للسجن يا (جايمس),NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
228,Modern Standard Arabic,كنت أعرف الرجل انت قتلت؟,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
229,Modern Standard Arabic,اللعنة، هل تريدين بعضًا من هذا؟,MEDIUM,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
230,Modern Standard Arabic,ما يزال يظن إنه سيعثر عليها بمفرده.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
231,Modern Standard Arabic,-سوف يقتلون ابننا,NEGLIGIBLE,LOW,MEDIUM,HIGH
232,Modern Standard Arabic,لا يستطيع أن يكون معنا,NEGLIGIBLE,MEDIUM,LOW,NEGLIGIBLE
233,Modern Standard Arabic,على الأرجح أن هذا الأمر جعلك سعيدة لأنكِ تكرهنني كثيرا,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
234,Modern Standard Arabic,أنا معجبٌ بك وأودُ أن أطلب منك الخروج معي في موعد.,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
235,Modern Standard Arabic,إذاً، هل أنت مستعد للذهاب؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
236,Modern Standard Arabic,أنا أكره نفسي أنا أكره نفسي,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
237,Modern Standard Arabic,وهذا ما كنت دائما أقول قبل يبدأ اطلاق النار.,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
238,Modern Standard Arabic,تعال إلى هنا، أريد أن أريكَ شيئاً,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
239,Modern Standard Arabic,كيف يمكن لشخص أن يكون بهذا الجنون؟,NEGLIGIBLE,NEGLIGIBLE,HIGH,NEGLIGIBLE
240,Modern Standard Arabic,حتى انه يريد ان يطلق النار حتى وأنت تسمح بذلك؟,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
241,Modern Standard Arabic,أحب هذه الإمرأة ، أحب هذه الإمرأة,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
242,Modern Standard Arabic,هذه الحانة و منطقة الإنتظار,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
243,Modern Standard Arabic,أرجوك، أملك مالاً، اتّصل بزوجتي، ستعطيكَ أيّما تريد.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,LOW
244,Modern Standard Arabic,قلت أنكِ تتخذين قرارات غبية - لأنني غبية -,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
245,Modern Standard Arabic,سأدخل وسأقول أمراً لطيفاً عنك إن شئت,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
246,Modern Standard Arabic,منذ أول وهلة ألتقينا فيها أحسست أنني أستطيع أن أثق بك,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
247,Modern Standard Arabic,كيف يمكنني أرسالك هناك لتكون تحت أوامره ؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
248,Modern Standard Arabic,- أنت لا تعرف ما تقوله.,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
249,Modern Standard Arabic,الجنس يمكن أن يجعل الشخص يفعل أشياء مجنونة,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
250,Modern Standard Arabic,- أنا مدين لك باعتذار.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
251,Modern Standard Arabic,ماذا لو اخبرتك,NEGLIGIBLE,LOW,HIGH,NEGLIGIBLE
252,Modern Standard Arabic,من سيعيش و من سيموت ؟,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
253,Modern Standard Arabic,‫تراجع، اجعله يتراجع.,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
254,Modern Standard Arabic,إنه كأن هناك جزء صغير جدا مني لا يزال بداخلك، وأنا...,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
255,Modern Standard Arabic,لناخذك إلى المخيم، هلا ذهبنا؟,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
256,Modern Standard Arabic,"أنا آسفة لقد كنت غبية , هاك",NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
257,Modern Standard Arabic,حسناً ، ربما لا تريد أمك أن تعرف عن ذلك,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
258,Modern Standard Arabic,عنكما، وكأنكما مستعدان لقتل بعضكما البعض,LOW,NEGLIGIBLE,MEDIUM,MEDIUM
259,Modern Standard Arabic,يجب أن تكوني بهذه القامة لتركبي هذا الركوب,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
260,Modern Standard Arabic,بإمكانك تسليمي الجهاز يا كولونيل,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
261,Modern Standard Arabic,أود منك أن ترى ماذا تفعل ثقتك خلف الأبواب المغلقة.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
262,Modern Standard Arabic,نعم ، كان رهيباً ما حدث لتلك الفتاة المسكينة,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
263,Modern Standard Arabic,سنتفق الآن على فعلها بطريقتى وإلا أقسم أن أحرقهم حالاً,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
264,Modern Standard Arabic,قرأت لأطفال الروضة، لأنهم بحاجة لشخصاً ما ليقرأ لهم لأنهم لا يستطيعون القراءة.,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
265,Modern Standard Arabic,والآن تودين إنقاذه؟,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
266,Modern Standard Arabic,هب لي قوتك في مقابل التضحية البشر الحية.,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
267,Modern Standard Arabic,تعلم بأنني لطالما أردت قتلك.,NEGLIGIBLE,NEGLIGIBLE,HIGH,HIGH
268,Modern Standard Arabic,لا هل تريد قتله؟,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
269,Modern Standard Arabic,فسّر لي السبب، إن كان قد ماتوا فعلًا، فعلينا تدمير الجثث؟,NEGLIGIBLE,LOW,LOW,MEDIUM
270,Modern Standard Arabic,- أنكم تبدون مثل الحيوانات الصغيره,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
271,Modern Standard Arabic,في الواقع، العلاج الجنسي هو الطريق للمستقبل.,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
272,Modern Standard Arabic,ذلك سيئ جدا، لوسي، لأن الآن أعتقد أنت أملها الأفضل.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
273,Modern Standard Arabic,نُريدُ رُؤية عضلاتِكَ.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
274,Modern Standard Arabic,لأنك شخص سئ و بسبب هذا,NEGLIGIBLE,LOW,HIGH,NEGLIGIBLE
275,Modern Standard Arabic,إذا بقيت َهناك سنفقد شخصين!,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
276,Modern Standard Arabic,هذا سيئ هذا سيئ,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
277,Modern Standard Arabic,أنزعي معطفك وأجلسي,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
278,Modern Standard Arabic,"إذن, أنا هنا كى أتوسل لحياتها",MEDIUM,NEGLIGIBLE,NEGLIGIBLE,LOW
279,Modern Standard Arabic,لا أعتقد أنه لدينا شيىا لك، أنت في المكان الخاطى، ارحلي أرجوك,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
280,Modern Standard Arabic,أخرج من هنا أيّهاالغبيالأحمق!,NEGLIGIBLE,LOW,HIGH,LOW
281,Modern Standard Arabic,أنا أيرلندي أسود وعضو في جمعية ما,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
282,Modern Standard Arabic,أنا لا أتحدث بشأن عملية الانقاذ الآن، بل أتحدث عن هذا,,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
283,Modern Standard Arabic,قلت أخفض مسدسك,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
284,Modern Standard Arabic,اعطه لي ، اللعنه,NEGLIGIBLE,LOW,HIGH,NEGLIGIBLE
285,Modern Standard Arabic,جنودك الصغار كبروا.,NEGLIGIBLE,MEDIUM,HIGH,NEGLIGIBLE
286,Modern Standard Arabic,أمعكِ مفتاح لمنزلها؟,LOW,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
287,Modern Standard Arabic,في الواقع ، أختك لا تحتاج تعليماً.,NEGLIGIBLE,MEDIUM,HIGH,NEGLIGIBLE
288,Modern Standard Arabic,نعم يا رجل عليك التوقف عن أن تكون لطيفاً,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
289,Modern Standard Arabic,حسناً، هناك احتمالية وجود عميل مزدوج من كوريا الشمالية) مع الوفد المرافق لكوريا الجنوبية),NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
290,Modern Standard Arabic,أنها مخاطره حتى الموت اسوأ من الموت,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
291,Modern Standard Arabic,التي كانت سوف ترسل قاتل زوجتي الى السجن لبقية حياته,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
292,Modern Standard Arabic,"لاأعلم,الشرب,الإكتئاب,الإفتقارللجنس ربما..",MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
293,Modern Standard Arabic,دعني آخذ معطفك,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,LOW
294,Modern Standard Arabic,هناك شخص أريدك أن تقابله.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
295,Modern Standard Arabic,إذا فقدت المفتاح، سوف تدفع حياتك .,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
296,Modern Standard Arabic,...أعرف أنكِ كنت تريدين الإنتظار، لكن,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
297,Modern Standard Arabic,لا يمكنك توجيه اللوم لي ، أيها الوغد مجنون!,NEGLIGIBLE,LOW,HIGH,NEGLIGIBLE
298,Modern Standard Arabic,يجب ان تخرج من هناك الأن أتصل بي عندما تعود,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
299,Modern Standard Arabic,كيف تريدني أن أتعامل مع هذا؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
300,Modern Standard Arabic,ما أردت قوله هو هل تقبلين الزواج مني؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
301,Modern Standard Arabic,ولكنها تعلم بأننا نحتاج إلى سيارة أخرى وهي تحب المفاوضات,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
302,Modern Standard Arabic,-أنتَ تصاب بالمرض، جميعكم كذلك .,NEGLIGIBLE,LOW,HIGH,NEGLIGIBLE
303,Modern Standard Arabic,رجل، ما أود أن لا تعطي ليكون عمرك، الكثير في خزان وفي جيبي، المياه المفتوحة أمامي.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
304,Modern Standard Arabic,الآن، أينما كنتم عودوا لمنازلكم,NEGLIGIBLE,MEDIUM,MEDIUM,MEDIUM
305,Modern Standard Arabic,بحثت عنك في كل مكان,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
306,Modern Standard Arabic,حسناً ، علينا أن نخرج من هنا,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
307,Modern Standard Arabic,أوه اللعنة ماذا فعلتي ؟,MEDIUM,NEGLIGIBLE,LOW,NEGLIGIBLE
308,Modern Standard Arabic,♪ وسوف تأخذ جرعة، أنا لا أمانع في محاولة ♪,LOW,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
309,Modern Standard Arabic,هل تضحك علي يا فتى؟,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
310,Modern Standard Arabic,إنه يريد أخذ صورتك,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
311,Modern Standard Arabic,سأخرجك من هنا,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
312,Modern Standard Arabic,لذا رأيت أن حتى هذا الذى لم يكن دينك افضل من عدم وجود دين على الاطلاق,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
313,Modern Standard Arabic,-من حقكِ أن تكرهينني,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
314,Modern Standard Arabic,أخرجني من هنا,NEGLIGIBLE,LOW,MEDIUM,HIGH
315,Modern Standard Arabic,نحن لا نزيل ملابسنا أبداً حتى أمام أزواجنا,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
316,Modern Standard Arabic,معا يمكننا انتقام ما فعلوه لنا.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,LOW
317,Modern Standard Arabic,هل يمكن أن نأخذها معنا؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
318,Modern Standard Arabic,لقد أصدرتُ تفويضاً بإعتقال ابنتكَ.,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
319,Modern Standard Arabic,أتريدنني أن أفعلها أنا؟,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
320,Modern Standard Arabic,أنتما الاثنان ستضعان إصبع قدم في يد الرجل.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
321,Modern Standard Arabic,"-توقف , أنت لست أنا",NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
322,Modern Standard Arabic,وضعوهم أمامكم.,LOW,NEGLIGIBLE,MEDIUM,MEDIUM
323,Modern Standard Arabic,. أعلم أنك لست النوع المناسب للزواج.,,MEDIUM,LOW,NEGLIGIBLE
324,Modern Standard Arabic,أظنني سأحتسي الشراب معكما,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
325,Modern Standard Arabic,لأنّني أرغب بالخروج من هنا,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
326,Modern Standard Arabic,لكن الليلة أردت أن أقضي وقتاً لطيفاً معك.,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
327,Modern Standard Arabic,أعلم أنها حين تحب أحداً يصبح هذا الشخص عالمها,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
328,Modern Standard Arabic,"سحقًا, لطالما كنتِ تتصرفين هكذا.",NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
329,Modern Standard Arabic,هذا الامر قد يجعل حياتك بخطر,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,HIGH
330,Modern Standard Arabic,أنا أحاول إيجاد شخص يحبني كما يحبكِ مايك,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
331,Modern Standard Arabic,توظيف رجل مجنون لإطلاق تهديد كارثي ومن ثم الإنتظار فترة كافية حتى يفزع العالم,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
332,Modern Standard Arabic,سأفعل أكثر من ان اطلب استعادة اموالي,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
333,Modern Standard Arabic,حصلت على النزول من هذا السباق.,NEGLIGIBLE,MEDIUM,LOW,NEGLIGIBLE
334,Modern Standard Arabic,- أو اثنين من الناس الذين يحبون الجنس.,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
335,Modern Standard Arabic,تقدمت إلى الأمام ، وأردت ان أطلق النار,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
336,Modern Standard Arabic,وأتمنى لك موته بائسة عندما تذهب إلى الجحيم.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,LOW
337,Modern Standard Arabic,لايجب ان اسرق ملابس الاطفال الاخرين,NEGLIGIBLE,MEDIUM,LOW,MEDIUM
338,Modern Standard Arabic,اذا اردتم... اذا اردتم مخدرات انها في العيادة,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,HIGH
339,Modern Standard Arabic,"ياألهي ,ياألهي ,أن نظرتي الأن بعيني وقلتي لي بأنها غير مسطحه ,لا أعلم ماذا سافعل",HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
340,Modern Standard Arabic,اذا لم أتواجد بالقرب من الخنجر فلن أستطيع طعنه به ،صحيح؟,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
341,Modern Standard Arabic,إنهم قد يكونوا اكثر ذكاء ولكن معظمهم لا يفهم جوهر الطبيعة,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
342,Modern Standard Arabic,فقط إخرجها من هنا، رجاءًا,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
343,Modern Standard Arabic,حسناً ، إنظروا ، إذا كان يريد تلك القوى فهو عليه أن يفتح الأرض تحت القبو و يأخذ الظلال إليه,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
344,Modern Standard Arabic,"أنت تعرف كيف تجري الأمور -- أنت تتردد, فانهم يموتون",NEGLIGIBLE,LOW,MEDIUM,MEDIUM
345,Modern Standard Arabic,لقد نشرت كل الصحف وجهها منذ سبعة أعوام,MEDIUM,LOW,NEGLIGIBLE,NEGLIGIBLE
346,Modern Standard Arabic,عليك ان تعلم بأن اختي فقط تملك الوجه الجميل,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
347,Modern Standard Arabic,هل هي تقليدية مثل أمك؟,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
348,Modern Standard Arabic,لماذا يريد قتلي؟,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
